date,adjclose
2015-01-02,70.4000015258789
2015-01-05,67.62999725341797
2015-01-06,64.66999816894531
2015-01-07,66.6500015258789
2015-01-08,67.69000244140625
2015-01-09,67.11000061035156
2015-01-12,65.5199966430664
2015-01-13,65.0199966430664
2015-01-14,64.58999633789062
2015-01-15,64.38999938964844
2015-01-16,65.80999755859375
2015-01-20,67.95999908447266
2015-01-21,68.83999633789062
2015-01-22,70.61000061035156
2015-01-23,73.37000274658203
2015-01-26,73.1500015258789
2015-01-27,73.75
2015-01-28,75.5
2015-01-29,75.76000213623047
2015-01-30,73.87000274658203
2015-02-02,68.72000122070312
2015-02-03,68.5199966430664
2015-02-04,68.33000183105469
2015-02-05,67.38999938964844
2015-02-06,65.88999938964844
2015-02-09,63.7400016784668
2015-02-10,65.0199966430664
2015-02-11,64.75
2015-02-12,66.19999694824219
2015-02-13,70.02999877929688
2015-02-17,69.44000244140625
2015-02-18,67.54000091552734
2015-02-19,65.30000305175781
2015-02-20,65.16999816894531
2015-02-23,65.05000305175781
2015-02-24,69.33999633789062
2015-02-25,67.20999908447266
2015-02-26,71.52999877929688
2015-02-27,69.4000015258789
2015-03-02,69.3499984741211
2015-03-03,70.83999633789062
2015-03-04,72.0199966430664
2015-03-05,74.51000213623047
2015-03-06,72.9800033569336
2015-03-09,74.83000183105469
2015-03-10,72.1500015258789
2015-03-11,72.94999694824219
2015-03-12,73.41999816894531
2015-03-13,72.56999969482422
2015-03-16,76.33000183105469
2015-03-17,77.70999908447266
2015-03-18,79.95999908447266
2015-03-19,80.37999725341797
2015-03-20,80.80000305175781
2015-03-23,84.08999633789062
2015-03-24,83.20999908447266
2015-03-25,77.12999725341797
2015-03-26,77.19000244140625
2015-03-27,79.27999877929688
2015-03-30,81.4000015258789
2015-03-31,79.69999694824219
2015-04-01,78.80000305175781
2015-04-02,77.79000091552734
2015-04-06,76.51000213623047
2015-04-07,73.2300033569336
2015-04-08,72.83999633789062
2015-04-09,74.62999725341797
2015-04-10,73.58000183105469
2015-04-13,72.62999725341797
2015-04-14,70.5
2015-04-15,70.91000366210938
2015-04-16,71.45999908447266
2015-04-17,70.06999969482422
2015-04-20,72.01000213623047
2015-04-21,74.06999969482422
2015-04-22,74.4800033569336
2015-04-23,73.2699966430664
2015-04-24,70.12000274658203
2015-04-27,69.37000274658203
2015-04-28,67.86000061035156
2015-04-29,68.6500015258789
2015-04-30,65.91000366210938
2015-05-01,69.5999984741211
2015-05-04,68.98999786376953
2015-05-05,67.06999969482422
2015-05-06,69.05999755859375
2015-05-07,75.55999755859375
2015-05-08,76.55999755859375
2015-05-11,74.55999755859375
2015-05-12,74.75
2015-05-13,74.95999908447266
2015-05-14,76.9800033569336
2015-05-15,76.54000091552734
2015-05-18,80.30000305175781
2015-05-19,80.0999984741211
2015-05-20,81.1500015258789
2015-05-21,81.26000213623047
2015-05-22,84.02999877929688
2015-05-26,82.45999908447266
2015-05-27,86.4000015258789
2015-05-28,82.30000305175781
2015-05-29,82.1500015258789
2015-06-01,80.94000244140625
2015-06-02,80.86000061035156
2015-06-03,81.55000305175781
2015-06-04,81.31999969482422
2015-06-05,83.69999694824219
2015-06-08,80.23999786376953
2015-06-09,80.05000305175781
2015-06-10,82.5
2015-06-11,82.0
2015-06-12,83.51000213623047
2015-06-15,82.18000030517578
2015-06-16,84.75
2015-06-17,84.55999755859375
2015-06-18,84.6500015258789
2015-06-19,85.25
2015-06-22,87.80999755859375
2015-06-23,85.30999755859375
2015-06-24,84.58999633789062
2015-06-25,84.9800033569336
2015-06-26,80.41000366210938
2015-06-29,79.05999755859375
2015-06-30,80.2699966430664
2015-07-01,80.36000061035156
2015-07-02,81.36000061035156
2015-07-06,79.98999786376953
2015-07-07,79.94999694824219
2015-07-08,74.68000030517578
2015-07-09,74.62999725341797
2015-07-10,76.16000366210938
